analysis,chr,gwaa_hit_bp,gene_start_bp,gene_end_bp,gene_id,gene_name,gene_biotype
COJO of main effect meta-analysis,13,57201678,57147352,57251774,ENSBTAG00000011940,ZNF831,protein_coding
"Main effect, DEBVs",13,57201678,57147352,57251774,ENSBTAG00000011940,ZNF831,protein_coding
"Main effect, DEBVs",13,57204069,57147352,57251774,ENSBTAG00000011940,ZNF831,protein_coding
"Main effect, meta-analysis",13,57201678,57147352,57251774,ENSBTAG00000011940,ZNF831,protein_coding
"Main effect, meta-analysis",13,57204069,57147352,57251774,ENSBTAG00000011940,ZNF831,protein_coding
COJO of main effect meta-analysis,13,57317693,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
COJO of main effect meta-analysis,13,57380464,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, DEBVs",13,57317693,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, DEBVs",13,57332539,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, DEBVs",13,57386185,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, DEBVs",13,57391199,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, DEBVs",13,57394025,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, DEBVs",13,57399117,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, DEBVs",13,57400115,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57317693,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57332539,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57384213,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57386185,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57391199,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57394025,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57399117,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
"Main effect, meta-analysis",13,57400115,57347419,57356139,ENSBTAG00000004402,PRELID3B,protein_coding
COJO of main effect meta-analysis,13,57317693,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
COJO of main effect meta-analysis,13,57380464,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, DEBVs",13,57317693,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, DEBVs",13,57332539,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, DEBVs",13,57386185,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, DEBVs",13,57391199,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, DEBVs",13,57394025,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, DEBVs",13,57399117,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, DEBVs",13,57400115,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57317693,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57332539,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57384213,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57386185,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57391199,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57394025,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57399117,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
"Main effect, meta-analysis",13,57400115,57357647,57361337,ENSBTAG00000039208,ATP5F1E,protein_coding
COJO of main effect meta-analysis,13,57317693,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
COJO of main effect meta-analysis,13,57380464,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, DEBVs",13,57317693,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, DEBVs",13,57332539,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, DEBVs",13,57386185,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, DEBVs",13,57391199,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, DEBVs",13,57394025,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, DEBVs",13,57399117,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, DEBVs",13,57400115,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57317693,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57332539,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57384213,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57386185,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57391199,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57394025,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57399117,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
"Main effect, meta-analysis",13,57400115,57363948,57370548,ENSBTAG00000018785,TUBB1,protein_coding
COJO of main effect meta-analysis,13,57380464,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, DEBVs",13,57332539,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, DEBVs",13,57386185,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, DEBVs",13,57391199,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, DEBVs",13,57394025,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, DEBVs",13,57399117,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, DEBVs",13,57400115,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, meta-analysis",13,57332539,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, meta-analysis",13,57384213,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, meta-analysis",13,57386185,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, meta-analysis",13,57391199,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, meta-analysis",13,57394025,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, meta-analysis",13,57399117,57376272,57378447,ENSBTAG00000050996,,lncRNA
"Main effect, meta-analysis",13,57400115,57376272,57378447,ENSBTAG00000050996,,lncRNA
COJO of main effect meta-analysis,13,57380464,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, DEBVs",13,57332539,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, DEBVs",13,57386185,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, DEBVs",13,57391199,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, DEBVs",13,57394025,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, DEBVs",13,57399117,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, DEBVs",13,57400115,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, meta-analysis",13,57332539,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, meta-analysis",13,57384213,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, meta-analysis",13,57386185,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, meta-analysis",13,57391199,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, meta-analysis",13,57394025,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, meta-analysis",13,57399117,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
"Main effect, meta-analysis",13,57400115,57379569,57390707,ENSBTAG00000018784,CTSZ,protein_coding
COJO of main effect meta-analysis,13,57380464,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
COJO of main effect meta-analysis,13,57449072,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, DEBVs",13,57386185,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, DEBVs",13,57391199,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, DEBVs",13,57394025,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, DEBVs",13,57399117,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, DEBVs",13,57400115,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, meta-analysis",13,57384213,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, meta-analysis",13,57386185,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, meta-analysis",13,57391199,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, meta-analysis",13,57394025,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, meta-analysis",13,57399117,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
"Main effect, meta-analysis",13,57400115,57390695,57401557,ENSBTAG00000018783,NELFCD,protein_coding
COJO of main effect meta-analysis,13,57449072,57465320,57532635,ENSBTAG00000047223,GNAS,protein_coding
COJO of main effect meta-analysis,13,57449072,57465320,57484014,ENSBTAG00000052413,GNAS,protein_coding
COJO of main effect meta-analysis,13,57449072,57465706,57472529,ENSBTAG00000017475,,protein_coding
"Main effect, DEBVs",13,57744564,57697575,57720075,ENSBTAG00000003872,,protein_coding
"Main effect, DEBVs",13,57853953,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, DEBVs",13,57906852,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, DEBVs",13,57937537,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, DEBVs",13,57939566,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, DEBVs",13,57940287,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, DEBVs",13,57958615,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, meta-analysis",13,57853953,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, meta-analysis",13,57939566,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, meta-analysis",13,57940287,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, meta-analysis",13,57958615,57899598,57910385,ENSBTAG00000020397,APCDD1L,protein_coding
"Main effect, DEBVs",13,57906852,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57937537,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57939566,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57940287,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57958615,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57962862,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57971981,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57984480,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, meta-analysis",13,57939566,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, meta-analysis",13,57940287,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, meta-analysis",13,57958615,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, meta-analysis",13,57984480,57923612,57971092,ENSBTAG00000017424,VAPB,protein_coding
"Main effect, DEBVs",13,57958615,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"Main effect, DEBVs",13,57962862,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"Main effect, DEBVs",13,57971981,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"Main effect, DEBVs",13,57984480,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"Main effect, DEBVs",13,58062756,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"Main effect, meta-analysis",13,57958615,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"Main effect, meta-analysis",13,57984480,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"Main effect, meta-analysis",13,58065060,57991890,58045639,ENSBTAG00000018053,RAB22A,protein_coding
"GxE meta-analysis, day length",13,58394436,58372162,58373702,ENSBTAG00000049443,,lncRNA
"GxE meta-analysis, day length",13,58408741,58372162,58373702,ENSBTAG00000049443,,lncRNA
"GxE meta-analysis, day length",13,58408741,58456060,58457612,ENSBTAG00000054668,,protein_coding
"Main effect, meta-analysis",13,59354648,59366399,59375952,ENSBTAG00000002065,TFAP2C,protein_coding
COJO of main effect meta-analysis,13,67376828,67340775,67340909,ENSBTAG00000042678,SNORA71,snoRNA
COJO of main effect meta-analysis,13,67376828,67342044,67360475,ENSBTAG00000050770,,lncRNA
COJO of main effect meta-analysis,13,67376828,67344057,67344190,ENSBTAG00000042322,SNORA71,snoRNA
COJO of main effect meta-analysis,13,67376828,67377908,67449822,ENSBTAG00000003040,RALGAPB,protein_coding
"GxE meta-analysis, day length",13,76770568,76743958,76747505,ENSBTAG00000051667,,lncRNA
"GxE meta-analysis, day length",14,796638,750608,753850,ENSBTAG00000014610,GPAA1,protein_coding
"GxE meta-analysis, day length",14,796638,755134,757010,ENSBTAG00000014607,EXOSC4,protein_coding
"GxE meta-analysis, day length",14,796638,765421,774581,ENSBTAG00000017281,OPLAH,protein_coding
"GxE meta-analysis, day length",14,796638,774643,776724,ENSBTAG00000015040,,protein_coding
"GxE meta-analysis, day length",14,796638,778853,806391,ENSBTAG00000026350,SPATC1,protein_coding
"GxE meta-analysis, day length",14,796638,826740,830066,ENSBTAG00000000312,GRINA,protein_coding
"GxE meta-analysis, day length",14,796638,832766,839743,ENSBTAG00000009677,PARP10,protein_coding
"GxE meta-analysis, day length",14,796638,839972,896647,ENSBTAG00000011922,PLEC,protein_coding
"GxE meta-analysis, day length",14,1073049,1006976,1027840,ENSBTAG00000048486,IQANK1,protein_coding
"GxE meta-analysis, day length",14,1073049,1025239,1039266,ENSBTAG00000038682,FAM83H,protein_coding
"GxE meta-analysis, day length",14,1073049,1040716,1066536,ENSBTAG00000019864,MAPK15,protein_coding
"GxE meta-analysis, day length",14,1073049,1058869,1060642,ENSBTAG00000040360,CCDC166,protein_coding
"GxE meta-analysis, day length",14,1073049,1071877,1073361,ENSBTAG00000045791,ZNF623,protein_coding
"GxE meta-analysis, day length",14,1073049,1077714,1077766,ENSBTAG00000052590,bta-mir-193a-2,miRNA
"GxE meta-analysis, day length",14,1073049,1088055,1091399,ENSBTAG00000052472,,protein_coding
"GxE meta-analysis, day length",14,1073049,1094043,1099107,ENSBTAG00000034691,GFUS,protein_coding
"GxE meta-analysis, day length",14,1073049,1101602,1108734,ENSBTAG00000016810,PYCR3,protein_coding
"GxE meta-analysis, day length",14,1073049,1111425,1113356,ENSBTAG00000048160,TIGD5,protein_coding
"GxE meta-analysis, day length",14,1073049,1113551,1126356,ENSBTAG00000014643,EEF1D,protein_coding
"GxE meta-analysis, day length",14,8319985,8217490,8453614,ENSBTAG00000007823,TG,protein_coding
"GxE meta-analysis, day length",14,8325890,8217490,8453614,ENSBTAG00000007823,TG,protein_coding
"GxE meta-analysis, day length",14,8319985,8250306,8315788,ENSBTAG00000007828,SLA,protein_coding
"GxE meta-analysis, day length",14,8325890,8250306,8315788,ENSBTAG00000007828,SLA,protein_coding
"GxE meta-analysis, day length",14,47670694,47572111,47669435,ENSBTAG00000014032,EIF3H,protein_coding
"GxE meta-analysis, day length",14,61097879,61045415,61074814,ENSBTAG00000021449,DCAF13,protein_coding
"GxE meta-analysis, day length",14,61097879,61065334,61065471,ENSBTAG00000045707,5S_rRNA,rRNA
"GxE meta-analysis, day length",14,61097879,61074661,61108240,ENSBTAG00000033902,SLC25A32,protein_coding
"GxE meta-analysis, day length",14,61097879,61130677,61147034,ENSBTAG00000032591,CTHRC1,protein_coding
"GxE meta-analysis, day length",14,63624543,63625556,63643551,ENSBTAG00000046358,PABPC1,protein_coding
"GxE meta-analysis, day length",14,69761251,69781691,69846027,ENSBTAG00000003789,VIRMA,protein_coding
COJO of main effect meta-analysis,15,29371749,29310821,29323620,ENSBTAG00000016202,TREH,protein_coding
"Main effect, meta-analysis",15,29371749,29310821,29323620,ENSBTAG00000016202,TREH,protein_coding
COJO of main effect meta-analysis,15,29371749,29361063,29392143,ENSBTAG00000009067,DDX6,protein_coding
"Main effect, meta-analysis",15,29371749,29361063,29392143,ENSBTAG00000009067,DDX6,protein_coding
"GxE meta-analysis, day length",15,61161991,61161268,61371379,ENSBTAG00000020956,MPPED2,protein_coding
"GxE meta-analysis, day length",15,62037931,61692631,62145149,ENSBTAG00000006060,,protein_coding
"GxE meta-analysis, day length",15,63529465,63510596,63515243,ENSBTAG00000050844,,lncRNA
"GxE meta-analysis, day length",15,63529868,63510596,63515243,ENSBTAG00000050844,,lncRNA
"GxE meta-analysis, day length",15,63537647,63510596,63515243,ENSBTAG00000050844,,lncRNA
"GxE meta-analysis, day length",15,63529465,63515385,63530238,ENSBTAG00000020731,PRRG4,protein_coding
"GxE meta-analysis, day length",15,63529868,63515385,63530238,ENSBTAG00000020731,PRRG4,protein_coding
"GxE meta-analysis, day length",15,63537647,63515385,63530238,ENSBTAG00000020731,PRRG4,protein_coding
"GxE meta-analysis, day length",15,63529465,63556795,63634185,ENSBTAG00000014399,QSER1,protein_coding
"GxE meta-analysis, day length",15,63529868,63556795,63634185,ENSBTAG00000014399,QSER1,protein_coding
"GxE meta-analysis, day length",15,63537647,63556795,63634185,ENSBTAG00000014399,QSER1,protein_coding
"GxE meta-analysis, day length",15,63714697,63659355,63688683,ENSBTAG00000021809,DEPDC7,protein_coding
